man,manLabel
http://www.wikidata.org/entity/Q15697018,Q15697018
http://www.wikidata.org/entity/Q15713676,Q15713676
http://www.wikidata.org/entity/Q15713706,Heinz Ladendorf
http://www.wikidata.org/entity/Q15713889,Georg Hager
http://www.wikidata.org/entity/Q15714141,Bernard Brizay
http://www.wikidata.org/entity/Q15720409,Q15720409
http://www.wikidata.org/entity/Q15725888,Bendor Grosvenor
http://www.wikidata.org/entity/Q15729042,Ernst J. Grube
http://www.wikidata.org/entity/Q15734524,Felix Eckstein
http://www.wikidata.org/entity/Q15735478,Q15735478
http://www.wikidata.org/entity/Q15735571,Q15735571
http://www.wikidata.org/entity/Q15742075,Nick Wilding
http://www.wikidata.org/entity/Q15769642,Hans Wühr
http://www.wikidata.org/entity/Q15781773,Adolphe Basler
http://www.wikidata.org/entity/Q15782005,Alan Blakeway
http://www.wikidata.org/entity/Q15788022,Berthold Roland
http://www.wikidata.org/entity/Q15791069,Carl Ludwig Fuchs
http://www.wikidata.org/entity/Q15791930,Andreas Grüner
http://www.wikidata.org/entity/Q15807316,Edmund Renard
http://www.wikidata.org/entity/Q15810203,Franz Büttner Pfänner zu Thal
http://www.wikidata.org/entity/Q5940238,Q5940238
http://www.wikidata.org/entity/Q5941256,Q5941256
http://www.wikidata.org/entity/Q5941847,José Luis Morales y Marín
http://www.wikidata.org/entity/Q5944962,José Ramón Mélida
http://www.wikidata.org/entity/Q5947404,Juan Antonio Ramírez
http://www.wikidata.org/entity/Q5949360,Juan Facundo Riaño y Montero
http://www.wikidata.org/entity/Q5951265,Huw Lewis-Jones
http://www.wikidata.org/entity/Q5951457,Q5951457
http://www.wikidata.org/entity/Q5955960,Q5955960
http://www.wikidata.org/entity/Q5963143,Viggo Loos
http://www.wikidata.org/entity/Q5963495,Q5963495
http://www.wikidata.org/entity/Q5965758,Erik Lundberg
http://www.wikidata.org/entity/Q5974210,Bernhard Malmström
http://www.wikidata.org/entity/Q5974579,Nils Mansson Mandelgren
http://www.wikidata.org/entity/Q5981893,Ian Jeffrey
http://www.wikidata.org/entity/Q5983181,Ian Wallace
http://www.wikidata.org/entity/Q5984005,Luís Monreal y Tejada
http://www.wikidata.org/entity/Q5986211,Q5986211
http://www.wikidata.org/entity/Q5993551,Manuel López Blázquez
http://www.wikidata.org/entity/Q5993567,Jean-Marc Moret
http://www.wikidata.org/entity/Q5993851,Igor Zabel
http://www.wikidata.org/entity/Q5994855,Carl David Moselius
http://www.wikidata.org/entity/Q5997639,Mariano Catalina
http://www.wikidata.org/entity/Q6006058,Carl Neumann
http://www.wikidata.org/entity/Q6011903,Sten Åke Nilsson
http://www.wikidata.org/entity/Q6013278,Anders Nodin
http://www.wikidata.org/entity/Q6014059,Q6014059
http://www.wikidata.org/entity/Q6014338,Q6014338
http://www.wikidata.org/entity/Q6015908,Q6015908
http://www.wikidata.org/entity/Q6019298,Q6019298
http://www.wikidata.org/entity/Q6027483,Martin Olsson
http://www.wikidata.org/entity/Q6033152,Bertil Palm
http://www.wikidata.org/entity/Q6033173,Q6033173
http://www.wikidata.org/entity/Q6038612,Gustav Edmund Pazaurek
http://www.wikidata.org/entity/Q6043041,Nikos Chatzēnikolau
http://www.wikidata.org/entity/Q6044728,Q6044728
http://www.wikidata.org/entity/Q6063571,Q6063571
http://www.wikidata.org/entity/Q6068301,Sten Rentzhog
http://www.wikidata.org/entity/Q6068896,Q6068896
http://www.wikidata.org/entity/Q6071642,Lars Ridderstedt
http://www.wikidata.org/entity/Q6077749,Q6077749
http://www.wikidata.org/entity/Q6081220,Stig Roth
http://www.wikidata.org/entity/Q6088050,Issam Nassar
http://www.wikidata.org/entity/Q6090102,Jerry Saltz
http://www.wikidata.org/entity/Q6090181,Erik Salvén
http://www.wikidata.org/entity/Q6092488,Fredrik Sander
http://www.wikidata.org/entity/Q6093380,Sven Sandström
http://www.wikidata.org/entity/Q6097861,Q6097861
http://www.wikidata.org/entity/Q6099070,Cemil Eren
http://www.wikidata.org/entity/Q6105100,J. Carter Brown
http://www.wikidata.org/entity/Q6106233,J. Keith Wilson
http://www.wikidata.org/entity/Q6111479,Jack Burnham
http://www.wikidata.org/entity/Q6112576,Q6112576
http://www.wikidata.org/entity/Q6117623,Salvador Aldana Fernández
http://www.wikidata.org/entity/Q6121150,Q6121150
http://www.wikidata.org/entity/Q6128226,James A. Porter
http://www.wikidata.org/entity/Q6131007,James Card
http://www.wikidata.org/entity/Q6132132,James D. Hebert
http://www.wikidata.org/entity/Q6132252,James Daichendt
http://www.wikidata.org/entity/Q6133697,James F. O'Gorman
http://www.wikidata.org/entity/Q6134126,James Fox
http://www.wikidata.org/entity/Q6135274,James H. Rubin
http://www.wikidata.org/entity/Q6135502,Vincent Scully
http://www.wikidata.org/entity/Q6137838,James Laver
http://www.wikidata.org/entity/Q6138872,Q6138872
http://www.wikidata.org/entity/Q6142702,James S. Snyder
http://www.wikidata.org/entity/Q6144041,James Taylor
http://www.wikidata.org/entity/Q6146593,Q6146593
http://www.wikidata.org/entity/Q6148395,Jan-Erik Lundström
http://www.wikidata.org/entity/Q6154196,Txomin Badiola
http://www.wikidata.org/entity/Q6155228,Udo Kultermann
http://www.wikidata.org/entity/Q6156071,Janusz Pasierb
http://www.wikidata.org/entity/Q6156074,Janusz Pałubicki
http://www.wikidata.org/entity/Q6160577,Jaroslav Folda
http://www.wikidata.org/entity/Q6161304,Vicente Requeno
http://www.wikidata.org/entity/Q6161465,Q6161465
http://www.wikidata.org/entity/Q6166645,Jay Gluck
http://www.wikidata.org/entity/Q6168897,Jean-Baptiste Delestre
http://www.wikidata.org/entity/Q6171893,Q6171893
http://www.wikidata.org/entity/Q6175905,Jeffrey Chipps Smith
http://www.wikidata.org/entity/Q6178067,Q6178067
http://www.wikidata.org/entity/Q6179699,Jens Hoffmann
http://www.wikidata.org/entity/Q6179851,Q6179851
http://www.wikidata.org/entity/Q6180630,Jere Abbott
http://www.wikidata.org/entity/Q6182256,Q6182256
http://www.wikidata.org/entity/Q6182787,Jerome Klein
http://www.wikidata.org/entity/Q6193455,Q6193455
http://www.wikidata.org/entity/Q6197709,Olle Svedberg
http://www.wikidata.org/entity/Q6202320,Q6202320
http://www.wikidata.org/entity/Q6203232,Q6203232
http://www.wikidata.org/entity/Q6210955,Johan Jakob Tikkanen
http://www.wikidata.org/entity/Q6214886,Franz Trautmann
http://www.wikidata.org/entity/Q6216065,Johann Konrad Eberlein
http://www.wikidata.org/entity/Q6217106,Q6217106
http://www.wikidata.org/entity/Q6217974,Q6217974
http://www.wikidata.org/entity/Q6220190,Q6220190
http://www.wikidata.org/entity/Q6221397,John Beldon Scott
http://www.wikidata.org/entity/Q6224039,John Burton-Page
http://www.wikidata.org/entity/Q6225595,Ingmar Villqist
http://www.wikidata.org/entity/Q6225795,John Charles Van Dyke
http://www.wikidata.org/entity/Q18674390,Q18674390
http://www.wikidata.org/entity/Q18674503,John Cunnally
http://www.wikidata.org/entity/Q18674697,Q18674697
http://www.wikidata.org/entity/Q18675095,Jerry Bywaters
http://www.wikidata.org/entity/Q18685631,David Morgan
http://www.wikidata.org/entity/Q18686133,Eberhard Fischer
http://www.wikidata.org/entity/Q18693134,Q18693134
http://www.wikidata.org/entity/Q18694571,Matthias Eberle
http://www.wikidata.org/entity/Q18694613,Q18694613
http://www.wikidata.org/entity/Q18695634,Q18695634
http://www.wikidata.org/entity/Q18706046,Deepak Shimkhada
http://www.wikidata.org/entity/Q18706695,Arne Eggum
http://www.wikidata.org/entity/Q18715527,Q18715527
http://www.wikidata.org/entity/Q18729018,Roger Diederen
http://www.wikidata.org/entity/Q18740215,Q18740215
http://www.wikidata.org/entity/Q18744935,Jean-Louis Pradel
http://www.wikidata.org/entity/Q18746071,Q18746071
http://www.wikidata.org/entity/Q18746826,Thomas Girst
http://www.wikidata.org/entity/Q18746875,Robert Spencer Olpin
http://www.wikidata.org/entity/Q18746992,Hartfrid Neunzert
http://www.wikidata.org/entity/Q18747023,Kurt Luthmer
http://www.wikidata.org/entity/Q18753443,Charles Henry Collins Baker
http://www.wikidata.org/entity/Q18758549,Filippo Mordani
http://www.wikidata.org/entity/Q18759293,Ian Finlay
http://www.wikidata.org/entity/Q18762143,William Whitley
http://www.wikidata.org/entity/Q18763908,Stephen J. Bury
http://www.wikidata.org/entity/Q18764036,Sergio Edelsztein
http://www.wikidata.org/entity/Q18810707,Ernest Tristram
http://www.wikidata.org/entity/Q18810800,James Caw
http://www.wikidata.org/entity/Q18811079,Matthew Prichard
http://www.wikidata.org/entity/Q18816293,Coert Peter Krabbe
http://www.wikidata.org/entity/Q18817328,Q18817328
http://www.wikidata.org/entity/Q18817357,Q18817357
http://www.wikidata.org/entity/Q18817458,Q18817458
http://www.wikidata.org/entity/Q18817601,Q18817601
http://www.wikidata.org/entity/Q18817647,Q18817647
http://www.wikidata.org/entity/Q18817925,Q18817925
http://www.wikidata.org/entity/Q18817990,Q18817990
http://www.wikidata.org/entity/Q18818032,Q18818032
http://www.wikidata.org/entity/Q18818409,Q18818409
http://www.wikidata.org/entity/Q18818642,Nikolaus Zaske
http://www.wikidata.org/entity/Q18819353,A. Paul Oppé
http://www.wikidata.org/entity/Q18821909,Frederik Adama van Scheltema
http://www.wikidata.org/entity/Q18821929,William Pettigrew Gibson
http://www.wikidata.org/entity/Q18880370,William George Rawlinson
http://www.wikidata.org/entity/Q18911743,Frederick Alexis Eaton
http://www.wikidata.org/entity/Q18912063,George Charles Williamson
http://www.wikidata.org/entity/Q18912692,Paul George Konody
http://www.wikidata.org/entity/Q18912754,Walter Rangeley Maitland Lamb
http://www.wikidata.org/entity/Q18918052,Q18918052
http://www.wikidata.org/entity/Q18922202,Reginald Howard Wilenski
http://www.wikidata.org/entity/Q18923629,Antonio Del Guercio
http://www.wikidata.org/entity/Q18934830,Antonio Giuliano
http://www.wikidata.org/entity/Q18934836,Adrianus Daniël de Vries
http://www.wikidata.org/entity/Q18934839,Adolf Katzenellenbogen
http://www.wikidata.org/entity/Q18934842,Q18934842
http://www.wikidata.org/entity/Q18934852,Antonio Billi
http://www.wikidata.org/entity/Q18934855,Armando Schiavo
http://www.wikidata.org/entity/Q18934857,Arthur van Schendel
http://www.wikidata.org/entity/Q18934868,Karl M. Birkmeyer
http://www.wikidata.org/entity/Q18934892,Charles Seymour
http://www.wikidata.org/entity/Q18934894,Q18934894
http://www.wikidata.org/entity/Q18934896,Creighton Gilbert
http://www.wikidata.org/entity/Q18934906,David Metheny Robb
http://www.wikidata.org/entity/Q18934908,Denys Sutton
http://www.wikidata.org/entity/Q18934912,Donald Emrys Strong
http://www.wikidata.org/entity/Q18934914,Q18934914
http://www.wikidata.org/entity/Q18934919,Q18934919
http://www.wikidata.org/entity/Q18934923,Earl E. Rosenthal
http://www.wikidata.org/entity/Q18934936,F. Vermeulen
http://www.wikidata.org/entity/Q18934940,F W. H. Hollstein
http://www.wikidata.org/entity/Q18934949,Q18934949
http://www.wikidata.org/entity/Q18934954,Frithjof W.S. van Thienen
http://www.wikidata.org/entity/Q18934964,Georges Gaillard
http://www.wikidata.org/entity/Q18934968,Q18934968
http://www.wikidata.org/entity/Q18934987,Q18934987
http://www.wikidata.org/entity/Q18934991,Henry A. Millon
http://www.wikidata.org/entity/Q18934995,Herbert L. Kessler
http://www.wikidata.org/entity/Q18934997,Q18934997
http://www.wikidata.org/entity/Q18935007,Q18935007
http://www.wikidata.org/entity/Q18935015,J. Richard Judson
http://www.wikidata.org/entity/Q18935056,Q18935056
http://www.wikidata.org/entity/Q18935063,Karel Boon
http://www.wikidata.org/entity/Q18935065,Linus Birchler
http://www.wikidata.org/entity/Q18935092,Q18935092
http://www.wikidata.org/entity/Q18935099,Ludwig Bachhofer
http://www.wikidata.org/entity/Q18935116,Q18935116
http://www.wikidata.org/entity/Q18935120,Michael Camille
http://www.wikidata.org/entity/Q18935128,Moshe Barasch
http://www.wikidata.org/entity/Q18935140,Paul Atkins Underwood
http://www.wikidata.org/entity/Q18935154,Pieter J. J. van Thiel
http://www.wikidata.org/entity/Q18935166,Remmet van Luttervelt
http://www.wikidata.org/entity/Q18935169,Q18935169
http://www.wikidata.org/entity/Q18935171,Robert Enggass
http://www.wikidata.org/entity/Q18935175,Q18935175
http://www.wikidata.org/entity/Q18935183,Rudolf Burckhardt
http://www.wikidata.org/entity/Q18935195,Q18935195
http://www.wikidata.org/entity/Q18935200,Theodoor Herman Lunsingh Scheurleer
http://www.wikidata.org/entity/Q18935202,Thomas Baer Hess
http://www.wikidata.org/entity/Q18935205,Q18935205
http://www.wikidata.org/entity/Q20089665,Jacques Lassaigne
http://www.wikidata.org/entity/Q20089790,René de Solier
http://www.wikidata.org/entity/Q20096232,Q20096232
http://www.wikidata.org/entity/Q20172121,Stefan Gronert
http://www.wikidata.org/entity/Q20172346,Georg Himmelheber
http://www.wikidata.org/entity/Q20172829,Thomas Köhler
http://www.wikidata.org/entity/Q20180374,Dietrich Helms
http://www.wikidata.org/entity/Q20180612,Friedrich Polleroß
http://www.wikidata.org/entity/Q20184418,Klaus Kropfinger
http://www.wikidata.org/entity/Q20242779,Stefan Germer
http://www.wikidata.org/entity/Q20242834,Roland Mönig
http://www.wikidata.org/entity/Q20243121,Uwe Rüth
http://www.wikidata.org/entity/Q20252856,Q20252856
http://www.wikidata.org/entity/Q20310013,Q20310013
http://www.wikidata.org/entity/Q20428167,Q20428167
http://www.wikidata.org/entity/Q20428267,Q20428267
http://www.wikidata.org/entity/Q20435219,Q20435219
http://www.wikidata.org/entity/Q20436461,Q20436461
http://www.wikidata.org/entity/Q20436896,Q20436896
http://www.wikidata.org/entity/Q20476764,Q20476764
http://www.wikidata.org/entity/Q20478054,Q20478054
http://www.wikidata.org/entity/Q20481119,Q20481119
http://www.wikidata.org/entity/Q20481314,Q20481314
http://www.wikidata.org/entity/Q20481816,Q20481816
http://www.wikidata.org/entity/Q20499879,Q20499879
http://www.wikidata.org/entity/Q20500860,Marcel Maeyer
http://www.wikidata.org/entity/Q20503311,Q20503311
http://www.wikidata.org/entity/Q20503455,Q20503455
http://www.wikidata.org/entity/Q20507413,Q20507413
http://www.wikidata.org/entity/Q20507557,Q20507557
http://www.wikidata.org/entity/Q20507568,Q20507568
http://www.wikidata.org/entity/Q20507569,Q20507569
http://www.wikidata.org/entity/Q20507616,Q20507616
http://www.wikidata.org/entity/Q20507775,Q20507775
http://www.wikidata.org/entity/Q20509111,Q20509111
http://www.wikidata.org/entity/Q20509119,Q20509119
http://www.wikidata.org/entity/Q20509681,Q20509681
http://www.wikidata.org/entity/Q20510102,Q20510102
http://www.wikidata.org/entity/Q20510608,Aram Eremean
http://www.wikidata.org/entity/Q20510720,Q20510720
http://www.wikidata.org/entity/Q20511213,Q20511213
http://www.wikidata.org/entity/Q20512179,Q20512179
http://www.wikidata.org/entity/Q20512949,Q20512949
http://www.wikidata.org/entity/Q20513831,Q20513831
http://www.wikidata.org/entity/Q20525182,Q20525182
http://www.wikidata.org/entity/Q20525987,Q20525987
http://www.wikidata.org/entity/Q20528652,Q20528652
http://www.wikidata.org/entity/Q20533161,Q20533161
http://www.wikidata.org/entity/Q20533760,Q20533760
http://www.wikidata.org/entity/Q20535524,Serafín Moralejo
http://www.wikidata.org/entity/Q20535733,Q20535733
http://www.wikidata.org/entity/Q20558268,Luciano Tamburini
http://www.wikidata.org/entity/Q20640130,Stanisław Chojnacki
http://www.wikidata.org/entity/Q20644027,Q20644027
http://www.wikidata.org/entity/Q20644246,Pierre Devambez
http://www.wikidata.org/entity/Q20650849,Q20650849
http://www.wikidata.org/entity/Q20657291,Q20657291
http://www.wikidata.org/entity/Q20662155,Q20662155
http://www.wikidata.org/entity/Q20675588,Marc Gotlieb
http://www.wikidata.org/entity/Q20675633,Ronald J. Onorato
http://www.wikidata.org/entity/Q20676628,Q20676628
http://www.wikidata.org/entity/Q20725515,Bruno Bucher
http://www.wikidata.org/entity/Q20731740,Q20731740
http://www.wikidata.org/entity/Q20732449,Q20732449
http://www.wikidata.org/entity/Q20736350,Q20736350
http://www.wikidata.org/entity/Q20742663,Heinz Götze
http://www.wikidata.org/entity/Q20750820,Axel von Criegern
http://www.wikidata.org/entity/Q20751278,Hans Vlieghe
http://www.wikidata.org/entity/Q20751989,Joachim Sighart
http://www.wikidata.org/entity/Q20752566,Christoph Luitpold Frommel
http://www.wikidata.org/entity/Q20752847,Walter Josephi
http://www.wikidata.org/entity/Q20755618,Q20755618
http://www.wikidata.org/entity/Q20755661,Q20755661
http://www.wikidata.org/entity/Q20789738,François Benoît
http://www.wikidata.org/entity/Q20791557,Q20791557
http://www.wikidata.org/entity/Q20791657,Daniel J. Schreiber
http://www.wikidata.org/entity/Q20793065,Heinrich Reifferscheid
http://www.wikidata.org/entity/Q20799419,Q20799419
http://www.wikidata.org/entity/Q20809678,Q20809678
http://www.wikidata.org/entity/Q20812628,Rudolf Busch
http://www.wikidata.org/entity/Q20829182,Wilhelm Zotti
http://www.wikidata.org/entity/Q20830480,Q20830480
http://www.wikidata.org/entity/Q20830560,Jan Żelbromski
http://www.wikidata.org/entity/Q20831536,Q20831536
http://www.wikidata.org/entity/Q20850497,Charles H. Morgan
http://www.wikidata.org/entity/Q20851410,Q20851410
http://www.wikidata.org/entity/Q20852063,Václav Hájek
http://www.wikidata.org/entity/Q20856126,Luis Jaime Brihuega Sierra
http://www.wikidata.org/entity/Q20856127,Q20856127
http://www.wikidata.org/entity/Q20856128,Q20856128
http://www.wikidata.org/entity/Q20856129,Q20856129
http://www.wikidata.org/entity/Q20856677,Q20856677
http://www.wikidata.org/entity/Q20856682,Q20856682
http://www.wikidata.org/entity/Q20888561,Q20888561
http://www.wikidata.org/entity/Q20890532,Marc Fehlmann
http://www.wikidata.org/entity/Q20897730,John Van Antwerp Fine Jr.
http://www.wikidata.org/entity/Q20900769,Thomas Röske
http://www.wikidata.org/entity/Q20908826,Javier Portús Pérez
http://www.wikidata.org/entity/Q20914008,Q20914008
http://www.wikidata.org/entity/Q20925061,Q20925061
http://www.wikidata.org/entity/Q15810322,Franz Wolff-Metternich
http://www.wikidata.org/entity/Q15816060,Howard Sutermeister Merritt
http://www.wikidata.org/entity/Q15816101,Hubertus von Gall
http://www.wikidata.org/entity/Q15818064,James Cahill
http://www.wikidata.org/entity/Q15818627,Guntram Koch
http://www.wikidata.org/entity/Q15818777,Géza Perneczky
http://www.wikidata.org/entity/Q15819392,Hans G. Frenz
http://www.wikidata.org/entity/Q15820747,James S. Plaut
http://www.wikidata.org/entity/Q15820961,Jens Kröger
http://www.wikidata.org/entity/Q15821068,Joachim Poeschke
http://www.wikidata.org/entity/Q15822293,Jürgen J. Rasch
http://www.wikidata.org/entity/Q15822939,Karl Heinz Esser
http://www.wikidata.org/entity/Q15823728,Klaus Güthlein
http://www.wikidata.org/entity/Q15823760,Klaus Tragbar
http://www.wikidata.org/entity/Q15829926,Q15829926
http://www.wikidata.org/entity/Q15832744,Lothar Lang
http://www.wikidata.org/entity/Q15833431,Malcolm Bell
http://www.wikidata.org/entity/Q15833793,Marco Goldin
http://www.wikidata.org/entity/Q15834230,Martin Schieder
http://www.wikidata.org/entity/Q15834523,Max H. von Freeden
http://www.wikidata.org/entity/Q15837895,Otto H. Förster
http://www.wikidata.org/entity/Q15839756,Paul Portmann
http://www.wikidata.org/entity/Q15840531,Pietro Ercole Visconti
http://www.wikidata.org/entity/Q15841973,Reginald Le May
http://www.wikidata.org/entity/Q15842402,Richard Schmidt
http://www.wikidata.org/entity/Q15843504,Rüdiger Joppien
http://www.wikidata.org/entity/Q15844617,Georg Sigmund Graf Adelmann von Adelmannsfelden
http://www.wikidata.org/entity/Q15845081,Q15845081
http://www.wikidata.org/entity/Q15854038,Werner Fenz
http://www.wikidata.org/entity/Q15855148,Wulf Schirmer
http://www.wikidata.org/entity/Q15857581,Felix Zwoch
http://www.wikidata.org/entity/Q15858097,Harmen Thies
http://www.wikidata.org/entity/Q15875037,Eugéne Octave Marie van Nispen tot Sevenaer
http://www.wikidata.org/entity/Q15877099,John Sillevis
http://www.wikidata.org/entity/Q15884054,Willy Van den Bussche
http://www.wikidata.org/entity/Q15906413,Frank Henry Stubbings
http://www.wikidata.org/entity/Q15906936,Raffaele De Grada
http://www.wikidata.org/entity/Q15907036,Jochen Boberg
http://www.wikidata.org/entity/Q15907102,Q15907102
http://www.wikidata.org/entity/Q15916427,John Calvin Ferguson
http://www.wikidata.org/entity/Q15917884,Gerhardus Wzn. Knuttel
http://www.wikidata.org/entity/Q15925212,Erastène Ramiro
http://www.wikidata.org/entity/Q15933361,Q15933361
http://www.wikidata.org/entity/Q15939872,Dominik Meiering
http://www.wikidata.org/entity/Q15945020,Alfred Lys Baldry
http://www.wikidata.org/entity/Q15947767,W.G. Archer
http://www.wikidata.org/entity/Q15968223,Peter Lasko
http://www.wikidata.org/entity/Q15968743,Q15968743
http://www.wikidata.org/entity/Q15969900,Georges Riat
http://www.wikidata.org/entity/Q15970649,Pierre Descargues
http://www.wikidata.org/entity/Q15970744,Alain Madelaine-Perdrillat
http://www.wikidata.org/entity/Q15971521,Charles Moore
http://www.wikidata.org/entity/Q15971864,Thomas Schlesser
http://www.wikidata.org/entity/Q15972358,Patrick Lennox Tierney
http://www.wikidata.org/entity/Q15973363,Marc Thibout
http://www.wikidata.org/entity/Q15975373,Yves Tenret
http://www.wikidata.org/entity/Q15977697,Allan Porter
http://www.wikidata.org/entity/Q15989594,Wolf Tegethoff
http://www.wikidata.org/entity/Q15990061,Q15990061
http://www.wikidata.org/entity/Q15990067,John Anderson Stuart Ingamells
http://www.wikidata.org/entity/Q15990081,Soame Jenyns
http://www.wikidata.org/entity/Q15990406,Q15990406
http://www.wikidata.org/entity/Q15990437,Q15990437
http://www.wikidata.org/entity/Q15992612,Karl Karlovič Gerc
http://www.wikidata.org/entity/Q15994554,Michael Kauffmann
http://www.wikidata.org/entity/Q15994643,Q15994643
http://www.wikidata.org/entity/Q15994708,Basil William Robinson
http://www.wikidata.org/entity/Q15997104,Igino Benvenuto Supino
http://www.wikidata.org/entity/Q15998867,Q15998867
http://www.wikidata.org/entity/Q16001791,Warren Adelson
http://www.wikidata.org/entity/Q16006541,Q16006541
http://www.wikidata.org/entity/Q16006985,Gustav Ecke
http://www.wikidata.org/entity/Q16007035,Q16007035
http://www.wikidata.org/entity/Q16007750,Emmanuel-Charles-Louis Bénézit
http://www.wikidata.org/entity/Q16010840,Auguste de Bastard d'Estang
http://www.wikidata.org/entity/Q16013087,Aaron Scharf
http://www.wikidata.org/entity/Q16013517,Daniel Robbins
http://www.wikidata.org/entity/Q16013674,Q16013674
http://www.wikidata.org/entity/Q16014819,Henricus Petrus Baard
http://www.wikidata.org/entity/Q16016034,Q16016034
http://www.wikidata.org/entity/Q16017568,David Sellin
http://www.wikidata.org/entity/Q16019396,John Golding
http://www.wikidata.org/entity/Q16024023,Luc-Francis Genicot
http://www.wikidata.org/entity/Q16031051,Georges Rohault de Fleury
http://www.wikidata.org/entity/Q16061190,Christian Setzepfandt
http://www.wikidata.org/entity/Q16064415,Lars Morell
http://www.wikidata.org/entity/Q16064421,Florian Ebner
http://www.wikidata.org/entity/Q16064865,Alain Laframboise
http://www.wikidata.org/entity/Q16070340,J.J.M. Timmers
http://www.wikidata.org/entity/Q16082511,Q16082511
http://www.wikidata.org/entity/Q16084417,Q16084417
http://www.wikidata.org/entity/Q16086354,Q16086354
http://www.wikidata.org/entity/Q16092724,Q16092724
http://www.wikidata.org/entity/Q16093542,Anthony Bailey
http://www.wikidata.org/entity/Q16097289,Robert Pincus-Witten
http://www.wikidata.org/entity/Q16099384,Q16099384
http://www.wikidata.org/entity/Q16104439,Roland Freeman
http://www.wikidata.org/entity/Q16104484,Standish Lawder
http://www.wikidata.org/entity/Q16104989,Theodore Stebbins
http://www.wikidata.org/entity/Q16105009,John Wilmerding
http://www.wikidata.org/entity/Q6229485,Q6229485
http://www.wikidata.org/entity/Q6231541,John Elderfield
http://www.wikidata.org/entity/Q6234297,John Frohnmayer
http://www.wikidata.org/entity/Q6236607,Q6236607
http://www.wikidata.org/entity/Q6238383,John Hayes
http://www.wikidata.org/entity/Q6238906,John Henry Parker
http://www.wikidata.org/entity/Q6240419,John Hungerford Pollen
http://www.wikidata.org/entity/Q6245288,John Loring
http://www.wikidata.org/entity/Q6245946,John M. Rosenfield
http://www.wikidata.org/entity/Q6246146,Nils G. Wollin
http://www.wikidata.org/entity/Q6247062,Ewert Wrangel
http://www.wikidata.org/entity/Q6250752,Q6250752
http://www.wikidata.org/entity/Q6250797,Johann Karl Wilhelm Zahn
http://www.wikidata.org/entity/Q6251280,John Onians
http://www.wikidata.org/entity/Q6252646,Q6252646
http://www.wikidata.org/entity/Q6256012,Q6256012
http://www.wikidata.org/entity/Q6257528,John Shearman
http://www.wikidata.org/entity/Q6262188,John W. Coffey
http://www.wikidata.org/entity/Q6262872,John Walsh
http://www.wikidata.org/entity/Q6263800,John White
http://www.wikidata.org/entity/Q6268210,Q6268210
http://www.wikidata.org/entity/Q6272840,Jonathan Crary
http://www.wikidata.org/entity/Q6273482,Jonathan Janson
http://www.wikidata.org/entity/Q6274738,Jonathan Weinberg
http://www.wikidata.org/entity/Q6282222,Joseph Connors
http://www.wikidata.org/entity/Q6284649,Joseph Koerner
http://www.wikidata.org/entity/Q6291566,Q6291566
http://www.wikidata.org/entity/Q6296640,Q6296640
http://www.wikidata.org/entity/Q6305926,Jules Leroy
http://www.wikidata.org/entity/Q6307605,Q6307605
http://www.wikidata.org/entity/Q6315657,Q6315657
http://www.wikidata.org/entity/Q6331345,Nils Sundquist
http://www.wikidata.org/entity/Q6371566,Karl Anton Nowotny
http://www.wikidata.org/entity/Q6410812,Kineton Parkes
http://www.wikidata.org/entity/Q6415540,Kirk Varnedoe
http://www.wikidata.org/entity/Q6423952,Q6423952
http://www.wikidata.org/entity/Q6462691,Q6462691
http://www.wikidata.org/entity/Q6500876,Laurence Sickman
http://www.wikidata.org/entity/Q6501897,Lauritz Opstad
http://www.wikidata.org/entity/Q6526767,Leontios Petmezas
http://www.wikidata.org/entity/Q6526939,Leopold Ettlinger
http://www.wikidata.org/entity/Q6555603,Lionel Cust
http://www.wikidata.org/entity/Q6633052,Q6633052
http://www.wikidata.org/entity/Q6633218,Q6633218
http://www.wikidata.org/entity/Q6659658,"Livingston L. Biddle, Jr."
http://www.wikidata.org/entity/Q6662440,Lloyd Goodrich
http://www.wikidata.org/entity/Q6680406,Loren Munk
http://www.wikidata.org/entity/Q6681434,Lorne Campbell
http://www.wikidata.org/entity/Q6686582,Louis A. Waldman
http://www.wikidata.org/entity/Q6694715,Loÿs Delteil
http://www.wikidata.org/entity/Q6695785,Q6695785
http://www.wikidata.org/entity/Q6699390,Ludwig Baldass
http://www.wikidata.org/entity/Q6699459,Ludwik Stasiak
http://www.wikidata.org/entity/Q6699944,Luigi Archinti
http://www.wikidata.org/entity/Q6700132,Luigi Salerno
http://www.wikidata.org/entity/Q6701369,Luit Bieringa
http://www.wikidata.org/entity/Q6708242,Q6708242
http://www.wikidata.org/entity/Q6723965,Q6723965
http://www.wikidata.org/entity/Q6727554,Q6727554
http://www.wikidata.org/entity/Q6752133,Mantle Fielding
http://www.wikidata.org/entity/Q6756202,Marcel Roethlisberger
http://www.wikidata.org/entity/Q6758048,Marcus Bourne Huish
http://www.wikidata.org/entity/Q6765371,Marion Spielmann
http://www.wikidata.org/entity/Q6768283,Mark Jones
http://www.wikidata.org/entity/Q6770038,Mark Tribe
http://www.wikidata.org/entity/Q6771177,Q6771177
http://www.wikidata.org/entity/Q6775380,Martin Eidelberg
http://www.wikidata.org/entity/Q6775632,Martin Harrison
http://www.wikidata.org/entity/Q6776397,Martin Postle
